"ålder","kön","år","Folkmängd, antal"
"47 år","män","1940",39410
"47 år","män","1941",39842
"47 år","män","1942",41890
"47 år","män","1943",42220
"47 år","män","1944",42952
"47 år","män","1945",43981
"47 år","män","1946",43770
"47 år","män","1947",46377
"47 år","män","1948",47652
"47 år","män","1949",48131
"47 år","män","1950",47704
"47 år","män","1951",49171
"47 år","män","1952",49649
"47 år","män","1953",51540
"47 år","män","1954",52411
"47 år","män","1955",53768
"47 år","män","1956",55450
"47 år","män","1957",54703
"47 år","män","1958",54497
"47 år","män","1959",55145
"47 år","män","1960",54361
"47 år","män","1961",53678
"47 år","män","1962",51551
"47 år","män","1963",51740
"47 år","män","1964",51997
"47 år","män","1965",50891
"47 år","män","1966",51013
"47 år","män","1967",61444
"47 år","män","1968",57409
"47 år","män","1969",53154
"47 år","män","1970",52716
"47 år","män","1971",50873
"47 år","män","1972",50079
"47 år","män","1973",47893
"47 år","män","1974",46460
"47 år","män","1975",46824
"47 år","män","1976",44958
"47 år","män","1977",45630
"47 år","män","1978",44557
"47 år","män","1979",44221
"47 år","män","1980",42475
"47 år","män","1981",42790
"47 år","män","1982",43895
"47 år","män","1983",45210
"47 år","män","1984",46425
"47 år","män","1985",48479
"47 år","män","1986",50467
"47 år","män","1987",49918
"47 år","män","1988",52416
"47 år","män","1989",59358
"47 år","män","1990",64368
"47 år","män","1991",68653
"47 år","män","1992",69051
"47 år","män","1993",69124
"47 år","män","1994",67822
"47 år","män","1995",66720
"47 år","män","1996",64241
"47 år","män","1997",62126
"47 år","män","1998",59054
"47 år","män","1999",59475
"47 år","män","2000",59869
"47 år","män","2001",58151
"47 år","män","2002",59214
"47 år","män","2003",60531
"47 år","män","2004",59496
"47 år","män","2005",59118
"47 år","män","2006",59456
"47 år","män","2007",58787
"47 år","män","2008",59891
"47 år","män","2009",61913
"47 år","män","2010",65398
"47 år","män","2011",69610
"47 år","män","2012",70267
"47 år","män","2013",70370
"47 år","män","2014",69945
"47 år","män","2015",66594
"47 år","män","2016",64393
"47 år","män","2017",65717
"47 år","män","2018",67733
"47 år","män","2019",68359
"47 år","män","2020",67353
"47 år","män","2021",68964
"47 år","män","2022",66520
"47 år","män","2023",64629
"47 år","män","2024",64008
"47 år","kvinnor","1860",17437
"47 år","kvinnor","1861",19883
"47 år","kvinnor","1862",22276
"47 år","kvinnor","1863",23023
"47 år","kvinnor","1864",21966
"47 år","kvinnor","1865",22728
"47 år","kvinnor","1866",22173
"47 år","kvinnor","1867",22999
"47 år","kvinnor","1868",24772
"47 år","kvinnor","1869",25888
"47 år","kvinnor","1870",26561
"47 år","kvinnor","1871",25334
"47 år","kvinnor","1872",26863
"47 år","kvinnor","1873",25911
"47 år","kvinnor","1874",22943
"47 år","kvinnor","1875",24743
"47 år","kvinnor","1876",25827
"47 år","kvinnor","1877",24751
"47 år","kvinnor","1878",22994
"47 år","kvinnor","1879",24253
"47 år","kvinnor","1880",26863
"47 år","kvinnor","1881",26935
"47 år","kvinnor","1882",26401
"47 år","kvinnor","1883",25345
"47 år","kvinnor","1884",24151
"47 år","kvinnor","1885",23405
"47 år","kvinnor","1886",24219
"47 år","kvinnor","1887",25794
"47 år","kvinnor","1888",24707
"47 år","kvinnor","1889",26189
"47 år","kvinnor","1890",25466
"47 år","kvinnor","1891",26769
"47 år","kvinnor","1892",25497
"47 år","kvinnor","1893",23650
"47 år","kvinnor","1894",24243
"47 år","kvinnor","1895",25689
"47 år","kvinnor","1896",27514
"47 år","kvinnor","1897",26436
"47 år","kvinnor","1898",26081
"47 år","kvinnor","1899",24878
"47 år","kvinnor","1900",26384
"47 år","kvinnor","1901",28869
"47 år","kvinnor","1902",26943
"47 år","kvinnor","1903",27001
"47 år","kvinnor","1904",28085
"47 år","kvinnor","1905",30436
"47 år","kvinnor","1906",30933
"47 år","kvinnor","1907",30628
"47 år","kvinnor","1908",28608
"47 år","kvinnor","1909",30174
"47 år","kvinnor","1910",30835
"47 år","kvinnor","1911",31371
"47 år","kvinnor","1912",30696
"47 år","kvinnor","1913",30842
"47 år","kvinnor","1914",28270
"47 år","kvinnor","1915",25503
"47 år","kvinnor","1916",27708
"47 år","kvinnor","1917",28384
"47 år","kvinnor","1918",30195
"47 år","kvinnor","1919",29495
"47 år","kvinnor","1920",30603
"47 år","kvinnor","1921",31224
"47 år","kvinnor","1922",32233
"47 år","kvinnor","1923",32538
"47 år","kvinnor","1924",34209
"47 år","kvinnor","1925",33693
"47 år","kvinnor","1926",35286
"47 år","kvinnor","1927",34219
"47 år","kvinnor","1928",34320
"47 år","kvinnor","1929",35059
"47 år","kvinnor","1930",35679
"47 år","kvinnor","1931",37458
"47 år","kvinnor","1932",37674
"47 år","kvinnor","1933",38649
"47 år","kvinnor","1934",39745
"47 år","kvinnor","1935",39504
"47 år","kvinnor","1936",38840
"47 år","kvinnor","1937",39856
"47 år","kvinnor","1938",40942
"47 år","kvinnor","1939",40316
"47 år","kvinnor","1940",41608
"47 år","kvinnor","1941",42187
"47 år","kvinnor","1942",43589
"47 år","kvinnor","1943",43662
"47 år","kvinnor","1944",44256
"47 år","kvinnor","1945",45427
"47 år","kvinnor","1946",45156
"47 år","kvinnor","1947",47879
"47 år","kvinnor","1948",48370
"47 år","kvinnor","1949",49209
"47 år","kvinnor","1950",48641
"47 år","kvinnor","1951",49633
"47 år","kvinnor","1952",50822
"47 år","kvinnor","1953",51534
"47 år","kvinnor","1954",52401
"47 år","kvinnor","1955",53566
"47 år","kvinnor","1956",54787
"47 år","kvinnor","1957",53215
"47 år","kvinnor","1958",53241
"47 år","kvinnor","1959",54178
"47 år","kvinnor","1960",53297
"47 år","kvinnor","1961",53217
"47 år","kvinnor","1962",51127
"47 år","kvinnor","1963",50941
"47 år","kvinnor","1964",51382
"47 år","kvinnor","1965",50450
"47 år","kvinnor","1966",49968
"47 år","kvinnor","1967",60744
"47 år","kvinnor","1968",56967
"47 år","kvinnor","1969",52975
"47 år","kvinnor","1970",51993
"47 år","kvinnor","1971",50935
"47 år","kvinnor","1972",49768
"47 år","kvinnor","1973",47968
"47 år","kvinnor","1974",46427
"47 år","kvinnor","1975",47120
"47 år","kvinnor","1976",45197
"47 år","kvinnor","1977",45952
"47 år","kvinnor","1978",44656
"47 år","kvinnor","1979",44224
"47 år","kvinnor","1980",41957
"47 år","kvinnor","1981",42412
"47 år","kvinnor","1982",42550
"47 år","kvinnor","1983",44417
"47 år","kvinnor","1984",45087
"47 år","kvinnor","1985",46982
"47 år","kvinnor","1986",48780
"47 år","kvinnor","1987",47587
"47 år","kvinnor","1988",50150
"47 år","kvinnor","1989",56070
"47 år","kvinnor","1990",61455
"47 år","kvinnor","1991",65016
"47 år","kvinnor","1992",66109
"47 år","kvinnor","1993",66764
"47 år","kvinnor","1994",65929
"47 år","kvinnor","1995",65379
"47 år","kvinnor","1996",62945
"47 år","kvinnor","1997",60010
"47 år","kvinnor","1998",57659
"47 år","kvinnor","1999",57949
"47 år","kvinnor","2000",58088
"47 år","kvinnor","2001",56703
"47 år","kvinnor","2002",57951
"47 år","kvinnor","2003",58112
"47 år","kvinnor","2004",58470
"47 år","kvinnor","2005",57238
"47 år","kvinnor","2006",57346
"47 år","kvinnor","2007",57356
"47 år","kvinnor","2008",57926
"47 år","kvinnor","2009",59926
"47 år","kvinnor","2010",62465
"47 år","kvinnor","2011",67616
"47 år","kvinnor","2012",67631
"47 år","kvinnor","2013",67673
"47 år","kvinnor","2014",67340
"47 år","kvinnor","2015",64912
"47 år","kvinnor","2016",62537
"47 år","kvinnor","2017",64129
"47 år","kvinnor","2018",65942
"47 år","kvinnor","2019",66377
"47 år","kvinnor","2020",65489
"47 år","kvinnor","2021",66788
"47 år","kvinnor","2022",64348
"47 år","kvinnor","2023",62062
"47 år","kvinnor","2024",61943
"48 år","män","1860",17704
"48 år","män","1861",15371
"48 år","män","1862",17722
"48 år","män","1863",19673
"48 år","män","1864",20608
"48 år","män","1865",19842
"48 år","män","1866",20699
"48 år","män","1867",20276
"48 år","män","1868",20887
"48 år","män","1869",22705
"48 år","män","1870",22783
"48 år","män","1871",24034
"48 år","män","1872",22623
"48 år","män","1873",24055
"48 år","män","1874",22861
"48 år","män","1875",20520
"48 år","män","1876",21684
"48 år","män","1877",22927
"48 år","män","1878",21944
"48 år","män","1879",20427
"48 år","män","1880",21740
"48 år","män","1881",23719
"48 år","män","1882",23650
"48 år","män","1883",23030
"48 år","män","1884",22036
"48 år","män","1885",21237
"48 år","män","1886",20126
"48 år","män","1887",20745
"48 år","män","1888",22475
"48 år","män","1889",21354
"48 år","män","1890",22436
"48 år","män","1891",22119
"48 år","män","1892",23312
"48 år","män","1893",21908
"48 år","män","1894",20937
"48 år","män","1895",21140
"48 år","män","1896",22007
"48 år","män","1897",23934
"48 år","män","1898",23041
"48 år","män","1899",23036
"48 år","män","1900",21733
"48 år","män","1901",23105
"48 år","män","1902",25270
"48 år","män","1903",23757
"48 år","män","1904",23434
"48 år","män","1905",24052
"48 år","män","1906",26359
"48 år","män","1907",26718
"48 år","män","1908",26267
"48 år","män","1909",24733
"48 år","män","1910",26239
"48 år","män","1911",27136
"48 år","män","1912",27265
"48 år","män","1913",26898
"48 år","män","1914",27552
"48 år","män","1915",24762
"48 år","män","1916",21933
"48 år","män","1917",24821
"48 år","män","1918",25742
"48 år","män","1919",27583
"48 år","män","1920",27392
"48 år","män","1921",28305
"48 år","män","1922",28978
"48 år","män","1923",30673
"48 år","män","1924",30800
"48 år","män","1925",32213
"48 år","män","1926",31388
"48 år","män","1927",32647
"48 år","män","1928",31934
"48 år","män","1929",32165
"48 år","män","1930",32564
"48 år","män","1931",32832
"48 år","män","1932",34917
"48 år","män","1933",35422
"48 år","män","1934",36166
"48 år","män","1935",36767
"48 år","män","1936",36733
"48 år","män","1937",35515
"48 år","män","1938",36550
"48 år","män","1939",38053
"48 år","män","1940",37760
"48 år","män","1941",39246
"48 år","män","1942",39569
"48 år","män","1943",41678
"48 år","män","1944",42000
"48 år","män","1945",42702
"48 år","män","1946",43852
"48 år","män","1947",43686
"48 år","män","1948",46223
"48 år","män","1949",47400
"48 år","män","1950",47862
"48 år","män","1951",47490
"48 år","män","1952",48949
"48 år","män","1953",49375
"48 år","män","1954",51326
"48 år","män","1955",52271
"48 år","män","1956",53579
"48 år","män","1957",55253
"48 år","män","1958",54496
"48 år","män","1959",54228
"48 år","män","1960",54857
"48 år","män","1961",54172
"48 år","män","1962",53451
"48 år","män","1963",51351
"48 år","män","1964",51553
"48 år","män","1965",51821
"48 år","män","1966",50656
"48 år","män","1967",50833
"48 år","män","1968",61160
"48 år","män","1969",57262
"48 år","män","1970",53040
"48 år","män","1971",52405
"48 år","män","1972",50557
"48 år","män","1973",49809
"48 år","män","1974",47663
"48 år","män","1975",46269
"48 år","män","1976",46649
"48 år","män","1977",44784
"48 år","män","1978",45429
"48 år","män","1979",44357
"48 år","män","1980",44007
"48 år","män","1981",42292
"48 år","män","1982",42628
"48 år","män","1983",43711
"48 år","män","1984",45028
"48 år","män","1985",46266
"48 år","män","1986",48253
"48 år","män","1987",50289
"48 år","män","1988",49805
"48 år","män","1989",52321
"48 år","män","1990",59210
"48 år","män","1991",64142
"48 år","män","1992",68429
"48 år","män","1993",68837
"48 år","män","1994",69017
"48 år","män","1995",67556
"48 år","män","1996",66485
"48 år","män","1997",63995
"48 år","män","1998",61898
"48 år","män","1999",58840
"48 år","män","2000",59322
"48 år","män","2001",59769
"48 år","män","2002",58086
"48 år","män","2003",59084
"48 år","män","2004",60390
"48 år","män","2005",59386
"48 år","män","2006",59116
"48 år","män","2007",59504
"48 år","män","2008",58773
"48 år","män","2009",59934
"48 år","män","2010",61835
"48 år","män","2011",65367
"48 år","män","2012",69610
"48 år","män","2013",70368
"48 år","män","2014",70575
"48 år","män","2015",70122
"48 år","män","2016",66912
"48 år","män","2017",64677
"48 år","män","2018",65874
"48 år","män","2019",67822
"48 år","män","2020",68347
"48 år","män","2021",67408
"48 år","män","2022",69128
"48 år","män","2023",66518
"48 år","män","2024",64479
"48 år","kvinnor","1860",20129
"48 år","kvinnor","1861",17232
"48 år","kvinnor","1862",19657
"48 år","kvinnor","1863",22056
"48 år","kvinnor","1864",22754
"48 år","kvinnor","1865",21718
"48 år","kvinnor","1866",22436
"48 år","kvinnor","1867",21914
"48 år","kvinnor","1868",22659
"48 år","kvinnor","1869",24356
"48 år","kvinnor","1870",25514
"48 år","kvinnor","1871",26223
"48 år","kvinnor","1872",25038
"48 år","kvinnor","1873",26578
"48 år","kvinnor","1874",25623
"48 år","kvinnor","1875",22650
"48 år","kvinnor","1876",24529
"48 år","kvinnor","1877",25605
"48 år","kvinnor","1878",24504
"48 år","kvinnor","1879",22768
"48 år","kvinnor","1880",24002
"48 år","kvinnor","1881",26531
"48 år","kvinnor","1882",26574
"48 år","kvinnor","1883",26065
"48 år","kvinnor","1884",25081
"48 år","kvinnor","1885",23906
"48 år","kvinnor","1886",23165
"48 år","kvinnor","1887",23956
"48 år","kvinnor","1888",25493
"48 år","kvinnor","1889",24454
"48 år","kvinnor","1890",25839
"48 år","kvinnor","1891",25180
"48 år","kvinnor","1892",26441
"48 år","kvinnor","1893",25241
"48 år","kvinnor","1894",23450
"48 år","kvinnor","1895",24035
"48 år","kvinnor","1896",25494
"48 år","kvinnor","1897",27257
"48 år","kvinnor","1898",26186
"48 år","kvinnor","1899",25829
"48 år","kvinnor","1900",24674
"48 år","kvinnor","1901",26159
"48 år","kvinnor","1902",28606
"48 år","kvinnor","1903",26720
"48 år","kvinnor","1904",26745
"48 år","kvinnor","1905",27852
"48 år","kvinnor","1906",30156
"48 år","kvinnor","1907",30647
"48 år","kvinnor","1908",30353
"48 år","kvinnor","1909",28371
"48 år","kvinnor","1910",29943
"48 år","kvinnor","1911",30589
"48 år","kvinnor","1912",31124
"48 år","kvinnor","1913",30438
"48 år","kvinnor","1914",30581
"48 år","kvinnor","1915",28042
"48 år","kvinnor","1916",25337
"48 år","kvinnor","1917",27528
"48 år","kvinnor","1918",28074
"48 år","kvinnor","1919",29996
"48 år","kvinnor","1920",29295
"48 år","kvinnor","1921",30375
"48 år","kvinnor","1922",30981
"48 år","kvinnor","1923",31997
"48 år","kvinnor","1924",32323
"48 år","kvinnor","1925",33951
"48 år","kvinnor","1926",33442
"48 år","kvinnor","1927",35036
"48 år","kvinnor","1928",34020
"48 år","kvinnor","1929",34094
"48 år","kvinnor","1930",34776
"48 år","kvinnor","1931",35432
"48 år","kvinnor","1932",37276
"48 år","kvinnor","1933",37423
"48 år","kvinnor","1934",38445
"48 år","kvinnor","1935",39497
"48 år","kvinnor","1936",39278
"48 år","kvinnor","1937",38620
"48 år","kvinnor","1938",39612
"48 år","kvinnor","1939",40767
"48 år","kvinnor","1940",40077
"48 år","kvinnor","1941",41421
"48 år","kvinnor","1942",41962
"48 år","kvinnor","1943",43430
"48 år","kvinnor","1944",43505
"48 år","kvinnor","1945",44022
"48 år","kvinnor","1946",45392
"48 år","kvinnor","1947",44975
"48 år","kvinnor","1948",47737
"48 år","kvinnor","1949",48205
"48 år","kvinnor","1950",49035
"48 år","kvinnor","1951",48522
"48 år","kvinnor","1952",49473
"48 år","kvinnor","1953",50660
"48 år","kvinnor","1954",51378
"48 år","kvinnor","1955",52260
"48 år","kvinnor","1956",53436
"48 år","kvinnor","1957",54646
"48 år","kvinnor","1958",53098
"48 år","kvinnor","1959",53091
"48 år","kvinnor","1960",53865
"48 år","kvinnor","1961",53177
"48 år","kvinnor","1962",53099
"48 år","kvinnor","1963",51008
"48 år","kvinnor","1964",50832
"48 år","kvinnor","1965",51301
"48 år","kvinnor","1966",50345
"48 år","kvinnor","1967",49835
"48 år","kvinnor","1968",60585
"48 år","kvinnor","1969",56910
"48 år","kvinnor","1970",52975
"48 år","kvinnor","1971",51830
"48 år","kvinnor","1972",50727
"48 år","kvinnor","1973",49618
"48 år","kvinnor","1974",47879
"48 år","kvinnor","1975",46313
"48 år","kvinnor","1976",47033
"48 år","kvinnor","1977",45125
"48 år","kvinnor","1978",45864
"48 år","kvinnor","1979",44571
"48 år","kvinnor","1980",44126
"48 år","kvinnor","1981",41877
"48 år","kvinnor","1982",42304
"48 år","kvinnor","1983",42469
"48 år","kvinnor","1984",44364
"48 år","kvinnor","1985",45003
"48 år","kvinnor","1986",46884
"48 år","kvinnor","1987",48684
"48 år","kvinnor","1988",47536
"48 år","kvinnor","1989",50145
"48 år","kvinnor","1990",55992
"48 år","kvinnor","1991",61364
"48 år","kvinnor","1992",64908
"48 år","kvinnor","1993",65998
"48 år","kvinnor","1994",66730
"48 år","kvinnor","1995",65833
"48 år","kvinnor","1996",65257
"48 år","kvinnor","1997",62835
"48 år","kvinnor","1998",59922
"48 år","kvinnor","1999",57606
"48 år","kvinnor","2000",57947
"48 år","kvinnor","2001",58054
"48 år","kvinnor","2002",56715
"48 år","kvinnor","2003",57928
"48 år","kvinnor","2004",58075
"48 år","kvinnor","2005",58463
"48 år","kvinnor","2006",57309
"48 år","kvinnor","2007",57450
"48 år","kvinnor","2008",57509
"48 år","kvinnor","2009",58047
"48 år","kvinnor","2010",60005
"48 år","kvinnor","2011",62534
"48 år","kvinnor","2012",67668
"48 år","kvinnor","2013",67767
"48 år","kvinnor","2014",67767
"48 år","kvinnor","2015",67560
"48 år","kvinnor","2016",65200
"48 år","kvinnor","2017",62766
"48 år","kvinnor","2018",64364
"48 år","kvinnor","2019",66105
"48 år","kvinnor","2020",66457
"48 år","kvinnor","2021",65588
"48 år","kvinnor","2022",66935
"48 år","kvinnor","2023",64391
"48 år","kvinnor","2024",62213
"49 år","män","1860",18174
"49 år","män","1861",17433
"49 år","män","1862",15071
"49 år","män","1863",17460
"49 år","män","1864",19365
"49 år","män","1865",20319
"49 år","män","1866",19488
"49 år","män","1867",20355
"49 år","män","1868",19802
"49 år","män","1869",20374
"49 år","män","1870",22048
"49 år","män","1871",22391
"49 år","män","1872",23680
"49 år","män","1873",22270
"49 år","män","1874",23653
"49 år","män","1875",22463
"49 år","män","1876",20296
"49 år","män","1877",21404
"49 år","män","1878",22632
"49 år","män","1879",21659
"49 år","män","1880",20063
"49 år","män","1881",21323
"49 år","män","1882",23322
"49 år","män","1883",23308
"49 år","män","1884",22726
"49 år","män","1885",21720
"49 år","män","1886",20951
"49 år","män","1887",19810
"49 år","män","1888",20403
"49 år","män","1889",22154
"49 år","män","1890",21264
"49 år","män","1891",22128
"49 år","män","1892",21771
"49 år","män","1893",23013
"49 år","män","1894",21664
"49 år","män","1895",20652
"49 år","män","1896",20861
"49 år","män","1897",21711
"49 år","män","1898",23642
"49 år","män","1899",22735
"49 år","män","1900",22894
"49 år","män","1901",21476
"49 år","män","1902",22820
"49 år","män","1903",24947
"49 år","män","1904",23518
"49 år","män","1905",23172
"49 år","män","1906",23837
"49 år","män","1907",26089
"49 år","män","1908",26462
"49 år","män","1909",25975
"49 år","män","1910",24557
"49 år","män","1911",25935
"49 år","män","1912",26836
"49 år","män","1913",26968
"49 år","män","1914",26628
"49 år","män","1915",27260
"49 år","män","1916",24584
"49 år","män","1917",21751
"49 år","män","1918",24517
"49 år","män","1919",25521
"49 år","män","1920",27432
"49 år","män","1921",27190
"49 år","män","1922",28051
"49 år","män","1923",28724
"49 år","män","1924",30424
"49 år","män","1925",30484
"49 år","män","1926",31941
"49 år","män","1927",31149
"49 år","män","1928",32386
"49 år","män","1929",31680
"49 år","män","1930",32007
"49 år","män","1931",32313
"49 år","män","1932",32624
"49 år","män","1933",34826
"49 år","män","1934",35215
"49 år","män","1935",36017
"49 år","män","1936",36528
"49 år","män","1937",36450
"49 år","män","1938",35279
"49 år","män","1939",36320
"49 år","män","1940",37849
"49 år","män","1941",37624
"49 år","män","1942",39007
"49 år","män","1943",39310
"49 år","män","1944",41415
"49 år","män","1945",41838
"49 år","män","1946",42657
"49 år","män","1947",43655
"49 år","män","1948",43507
"49 år","män","1949",45982
"49 år","män","1950",47131
"49 år","män","1951",47586
"49 år","män","1952",47253
"49 år","män","1953",48710
"49 år","män","1954",49148
"49 år","män","1955",51119
"49 år","män","1956",52059
"49 år","män","1957",53384
"49 år","män","1958",55021
"49 år","män","1959",54199
"49 år","män","1960",53912
"49 år","män","1961",54637
"49 år","män","1962",53944
"49 år","män","1963",53208
"49 år","män","1964",51165
"49 år","män","1965",51388
"49 år","män","1966",51588
"49 år","män","1967",50444
"49 år","män","1968",50582
"49 år","män","1969",60956
"49 år","män","1970",57099
"49 år","män","1971",52747
"49 år","män","1972",52059
"49 år","män","1973",50249
"49 år","män","1974",49538
"49 år","män","1975",47438
"49 år","män","1976",46053
"49 år","män","1977",46460
"49 år","män","1978",44564
"49 år","män","1979",45184
"49 år","män","1980",44134
"49 år","män","1981",43796
"49 år","män","1982",42062
"49 år","män","1983",42429
"49 år","män","1984",43527
"49 år","män","1985",44854
"49 år","män","1986",46108
"49 år","män","1987",48073
"49 år","män","1988",50168
"49 år","män","1989",49757
"49 år","män","1990",52174
"49 år","män","1991",59007
"49 år","män","1992",63897
"49 år","män","1993",68190
"49 år","män","1994",68689
"49 år","män","1995",68730
"49 år","män","1996",67342
"49 år","män","1997",66231
"49 år","män","1998",63808
"49 år","män","1999",61668
"49 år","män","2000",58712
"49 år","män","2001",59190
"49 år","män","2002",59681
"49 år","män","2003",57967
"49 år","män","2004",58940
"49 år","män","2005",60260
"49 år","män","2006",59376
"49 år","män","2007",59105
"49 år","män","2008",59425
"49 år","män","2009",58819
"49 år","män","2010",59920
"49 år","män","2011",61856
"49 år","män","2012",65318
"49 år","män","2013",69655
"49 år","män","2014",70465
"49 år","män","2015",70648
"49 år","män","2016",70318
"49 år","män","2017",67104
"49 år","män","2018",64826
"49 år","män","2019",66025
"49 år","män","2020",67837
"49 år","män","2021",68391
"49 år","män","2022",67573
"49 år","män","2023",69113
"49 år","män","2024",66401
"49 år","kvinnor","1860",20306
"49 år","kvinnor","1861",19897
"49 år","kvinnor","1862",17021
"49 år","kvinnor","1863",19442
"49 år","kvinnor","1864",21782
"49 år","kvinnor","1865",22494
"49 år","kvinnor","1866",21440
"49 år","kvinnor","1867",22163
"49 år","kvinnor","1868",21583
"49 år","kvinnor","1869",22247
"49 år","kvinnor","1870",23839
"49 år","kvinnor","1871",25193
"49 år","kvinnor","1872",25923
"49 år","kvinnor","1873",24744
"49 år","kvinnor","1874",26254
"49 år","kvinnor","1875",25302
"49 år","kvinnor","1876",22455
"49 år","kvinnor","1877",24303
"49 år","kvinnor","1878",25350
"49 år","kvinnor","1879",24247
"49 år","kvinnor","1880",22235
"49 år","kvinnor","1881",23701
"49 år","kvinnor","1882",26188
"49 år","kvinnor","1883",26243
"49 år","kvinnor","1884",25781
"49 år","kvinnor","1885",24812
"49 år","kvinnor","1886",23648
"49 år","kvinnor","1887",22920
"49 år","kvinnor","1888",23670
"49 år","kvinnor","1889",25227
"49 år","kvinnor","1890",24330
"49 år","kvinnor","1891",25570
"49 år","kvinnor","1892",24843
"49 år","kvinnor","1893",26172
"49 år","kvinnor","1894",25024
"49 år","kvinnor","1895",23227
"49 år","kvinnor","1896",23839
"49 år","kvinnor","1897",25236
"49 år","kvinnor","1898",27023
"49 år","kvinnor","1899",25921
"49 år","kvinnor","1900",25488
"49 år","kvinnor","1901",24433
"49 år","kvinnor","1902",25907
"49 år","kvinnor","1903",28341
"49 år","kvinnor","1904",26470
"49 år","kvinnor","1905",26486
"49 år","kvinnor","1906",27595
"49 år","kvinnor","1907",29843
"49 år","kvinnor","1908",30422
"49 år","kvinnor","1909",30104
"49 år","kvinnor","1910",28142
"49 år","kvinnor","1911",29676
"49 år","kvinnor","1912",30335
"49 år","kvinnor","1913",30864
"49 år","kvinnor","1914",30204
"49 år","kvinnor","1915",30313
"49 år","kvinnor","1916",27854
"49 år","kvinnor","1917",25152
"49 år","kvinnor","1918",27238
"49 år","kvinnor","1919",27856
"49 år","kvinnor","1920",29673
"49 år","kvinnor","1921",29075
"49 år","kvinnor","1922",30128
"49 år","kvinnor","1923",30716
"49 år","kvinnor","1924",31789
"49 år","kvinnor","1925",32044
"49 år","kvinnor","1926",33720
"49 år","kvinnor","1927",33208
"49 år","kvinnor","1928",34787
"49 år","kvinnor","1929",33775
"49 år","kvinnor","1930",33842
"49 år","kvinnor","1931",34532
"49 år","kvinnor","1932",35259
"49 år","kvinnor","1933",36982
"49 år","kvinnor","1934",37192
"49 år","kvinnor","1935",38192
"49 år","kvinnor","1936",39215
"49 år","kvinnor","1937",38999
"49 år","kvinnor","1938",38383
"49 år","kvinnor","1939",39390
"49 år","kvinnor","1940",40498
"49 år","kvinnor","1941",39871
"49 år","kvinnor","1942",41227
"49 år","kvinnor","1943",41791
"49 år","kvinnor","1944",43266
"49 år","kvinnor","1945",43409
"49 år","kvinnor","1946",44008
"49 år","kvinnor","1947",45198
"49 år","kvinnor","1948",44852
"49 år","kvinnor","1949",47556
"49 år","kvinnor","1950",48019
"49 år","kvinnor","1951",48878
"49 år","kvinnor","1952",48349
"49 år","kvinnor","1953",49288
"49 år","kvinnor","1954",50493
"49 år","kvinnor","1955",51216
"49 år","kvinnor","1956",52108
"49 år","kvinnor","1957",53278
"49 år","kvinnor","1958",54481
"49 år","kvinnor","1959",52931
"49 år","kvinnor","1960",52826
"49 år","kvinnor","1961",53727
"49 år","kvinnor","1962",53044
"49 år","kvinnor","1963",52975
"49 år","kvinnor","1964",50882
"49 år","kvinnor","1965",50713
"49 år","kvinnor","1966",51164
"49 år","kvinnor","1967",50195
"49 år","kvinnor","1968",49710
"49 år","kvinnor","1969",60515
"49 år","kvinnor","1970",56799
"49 år","kvinnor","1971",52833
"49 år","kvinnor","1972",51672
"49 år","kvinnor","1973",50601
"49 år","kvinnor","1974",49473
"49 år","kvinnor","1975",47752
"49 år","kvinnor","1976",46219
"49 år","kvinnor","1977",46965
"49 år","kvinnor","1978",45036
"49 år","kvinnor","1979",45772
"49 år","kvinnor","1980",44482
"49 år","kvinnor","1981",44013
"49 år","kvinnor","1982",41795
"49 år","kvinnor","1983",42228
"49 år","kvinnor","1984",42393
"49 år","kvinnor","1985",44306
"49 år","kvinnor","1986",44931
"49 år","kvinnor","1987",46832
"49 år","kvinnor","1988",48602
"49 år","kvinnor","1989",47524
"49 år","kvinnor","1990",50075
"49 år","kvinnor","1991",55914
"49 år","kvinnor","1992",61241
"49 år","kvinnor","1993",64820
"49 år","kvinnor","1994",65963
"49 år","kvinnor","1995",66654
"49 år","kvinnor","1996",65712
"49 år","kvinnor","1997",65129
"49 år","kvinnor","1998",62718
"49 år","kvinnor","1999",59862
"49 år","kvinnor","2000",57568
"49 år","kvinnor","2001",57901
"49 år","kvinnor","2002",58026
"49 år","kvinnor","2003",56706
"49 år","kvinnor","2004",57878
"49 år","kvinnor","2005",58047
"49 år","kvinnor","2006",58490
"49 år","kvinnor","2007",57389
"49 år","kvinnor","2008",57523
"49 år","kvinnor","2009",57615
"49 år","kvinnor","2010",58090
"49 år","kvinnor","2011",60118
"49 år","kvinnor","2012",62612
"49 år","kvinnor","2013",67787
"49 år","kvinnor","2014",67910
"49 år","kvinnor","2015",67902
"49 år","kvinnor","2016",67775
"49 år","kvinnor","2017",65367
"49 år","kvinnor","2018",62977
"49 år","kvinnor","2019",64454
"49 år","kvinnor","2020",66165
"49 år","kvinnor","2021",66543
"49 år","kvinnor","2022",65719
"49 år","kvinnor","2023",66945
"49 år","kvinnor","2024",64584
"50 år","män","1860",16441
"50 år","män","1861",17871
"50 år","män","1862",17130
"50 år","män","1863",14814
"50 år","män","1864",17164
"50 år","män","1865",19069
"50 år","män","1866",19939
"50 år","män","1867",19122
"50 år","män","1868",19881
"50 år","män","1869",19286
"50 år","män","1870",19613
"50 år","män","1871",21670
"50 år","män","1872",22027
