"ålder","kön","år","Folkmängd, antal"
"50 år","män","1873",23328
"50 år","män","1874",21854
"50 år","män","1875",23216
"50 år","män","1876",22212
"50 år","män","1877",20010
"50 år","män","1878",21102
"50 år","män","1879",22319
"50 år","män","1880",21217
"50 år","män","1881",19662
"50 år","män","1882",20949
"50 år","män","1883",22986
"50 år","män","1884",22988
"50 år","män","1885",22390
"50 år","män","1886",21422
"50 år","män","1887",20599
"50 år","män","1888",19481
"50 år","män","1889",20101
"50 år","män","1890",21867
"50 år","män","1891",20955
"50 år","män","1892",21795
"50 år","män","1893",21445
"50 år","män","1894",22754
"50 år","män","1895",21375
"50 år","män","1896",20365
"50 år","män","1897",20619
"50 år","män","1898",21421
"50 år","män","1899",23354
"50 år","män","1900",22614
"50 år","män","1901",22622
"50 år","män","1902",21176
"50 år","män","1903",22554
"50 år","män","1904",24695
"50 år","män","1905",23241
"50 år","män","1906",22919
"50 år","män","1907",23553
"50 år","män","1908",25841
"50 år","män","1909",26193
"50 år","män","1910",25700
"50 år","män","1911",24252
"50 år","män","1912",25655
"50 år","män","1913",26535
"50 år","män","1914",26669
"50 år","män","1915",26345
"50 år","män","1916",27040
"50 år","män","1917",24396
"50 år","män","1918",21511
"50 år","män","1919",24315
"50 år","män","1920",25408
"50 år","män","1921",27218
"50 år","män","1922",26966
"50 år","män","1923",27780
"50 år","män","1924",28482
"50 år","män","1925",30080
"50 år","män","1926",30238
"50 år","män","1927",31695
"50 år","män","1928",30880
"50 år","män","1929",32133
"50 år","män","1930",31387
"50 år","män","1931",31726
"50 år","män","1932",32080
"50 år","män","1933",32571
"50 år","män","1934",34601
"50 år","män","1935",35055
"50 år","män","1936",35725
"50 år","män","1937",36269
"50 år","män","1938",36221
"50 år","män","1939",35081
"50 år","män","1940",36099
"50 år","män","1941",37681
"50 år","män","1942",37367
"50 år","män","1943",38752
"50 år","män","1944",39094
"50 år","män","1945",41179
"50 år","män","1946",41738
"50 år","män","1947",42391
"50 år","män","1948",43478
"50 år","män","1949",43286
"50 år","män","1950",45667
"50 år","män","1951",46875
"50 år","män","1952",47348
"50 år","män","1953",47025
"50 år","män","1954",48472
"50 år","män","1955",48933
"50 år","män","1956",50908
"50 år","män","1957",51807
"50 år","män","1958",53126
"50 år","män","1959",54742
"50 år","män","1960",53761
"50 år","män","1961",53671
"50 år","män","1962",54370
"50 år","män","1963",53678
"50 år","män","1964",53022
"50 år","män","1965",50935
"50 år","män","1966",51156
"50 år","män","1967",51331
"50 år","män","1968",50203
"50 år","män","1969",50394
"50 år","män","1970",60753
"50 år","män","1971",56766
"50 år","män","1972",52362
"50 år","män","1973",51766
"50 år","män","1974",49979
"50 år","män","1975",49259
"50 år","män","1976",47189
"50 år","män","1977",45816
"50 år","män","1978",46181
"50 år","män","1979",44295
"50 år","män","1980",44941
"50 år","män","1981",43908
"50 år","män","1982",43565
"50 år","män","1983",41859
"50 år","män","1984",42186
"50 år","män","1985",43324
"50 år","män","1986",44635
"50 år","män","1987",45889
"50 år","män","1988",47907
"50 år","män","1989",50052
"50 år","män","1990",49602
"50 år","män","1991",51981
"50 år","män","1992",58732
"50 år","män","1993",63663
"50 år","män","1994",67940
"50 år","män","1995",68396
"50 år","män","1996",68426
"50 år","män","1997",67089
"50 år","män","1998",65958
"50 år","män","1999",63597
"50 år","män","2000",61537
"50 år","män","2001",58588
"50 år","män","2002",59092
"50 år","män","2003",59520
"50 år","män","2004",57789
"50 år","män","2005",58809
"50 år","män","2006",60225
"50 år","män","2007",59379
"50 år","män","2008",59010
"50 år","män","2009",59410
"50 år","män","2010",58724
"50 år","män","2011",59831
"50 år","män","2012",61798
"50 år","män","2013",65313
"50 år","män","2014",69788
"50 år","män","2015",70537
"50 år","män","2016",70850
"50 år","män","2017",70472
"50 år","män","2018",67216
"50 år","män","2019",64919
"50 år","män","2020",65972
"50 år","män","2021",67858
"50 år","män","2022",68480
"50 år","män","2023",67491
"50 år","män","2024",68940
"50 år","kvinnor","1860",18633
"50 år","kvinnor","1861",20046
"50 år","kvinnor","1862",19656
"50 år","kvinnor","1863",16787
"50 år","kvinnor","1864",19185
"50 år","kvinnor","1865",21512
"50 år","kvinnor","1866",22180
"50 år","kvinnor","1867",21158
"50 år","kvinnor","1868",21818
"50 år","kvinnor","1869",21186
"50 år","kvinnor","1870",21910
"50 år","kvinnor","1871",23543
"50 år","kvinnor","1872",24875
"50 år","kvinnor","1873",25618
"50 år","kvinnor","1874",24412
"50 år","kvinnor","1875",25921
"50 år","kvinnor","1876",25105
"50 år","kvinnor","1877",22224
"50 år","kvinnor","1878",24058
"50 år","kvinnor","1879",25070
"50 år","kvinnor","1880",23885
"50 år","kvinnor","1881",21936
"50 år","kvinnor","1882",23383
"50 år","kvinnor","1883",25862
"50 år","kvinnor","1884",25943
"50 år","kvinnor","1885",25487
"50 år","kvinnor","1886",24560
"50 år","kvinnor","1887",23384
"50 år","kvinnor","1888",22652
"50 år","kvinnor","1889",23400
"50 år","kvinnor","1890",24964
"50 år","kvinnor","1891",24049
"50 år","kvinnor","1892",25228
"50 år","kvinnor","1893",24548
"50 år","kvinnor","1894",25948
"50 år","kvinnor","1895",24789
"50 år","kvinnor","1896",22986
"50 år","kvinnor","1897",23594
"50 år","kvinnor","1898",25013
"50 år","kvinnor","1899",26734
"50 år","kvinnor","1900",25734
"50 år","kvinnor","1901",25244
"50 år","kvinnor","1902",24166
"50 år","kvinnor","1903",25653
"50 år","kvinnor","1904",28059
"50 år","kvinnor","1905",26242
"50 år","kvinnor","1906",26224
"50 år","kvinnor","1907",27351
"50 år","kvinnor","1908",29537
"50 år","kvinnor","1909",30156
"50 år","kvinnor","1910",29837
"50 år","kvinnor","1911",27896
"50 år","kvinnor","1912",29414
"50 år","kvinnor","1913",30038
"50 år","kvinnor","1914",30624
"50 år","kvinnor","1915",29939
"50 år","kvinnor","1916",30121
"50 år","kvinnor","1917",27633
"50 år","kvinnor","1918",24886
"50 år","kvinnor","1919",26998
"50 år","kvinnor","1920",27615
"50 år","kvinnor","1921",29424
"50 år","kvinnor","1922",28841
"50 år","kvinnor","1923",29846
"50 år","kvinnor","1924",30489
"50 år","kvinnor","1925",31494
"50 år","kvinnor","1926",31796
"50 år","kvinnor","1927",33416
"50 år","kvinnor","1928",33001
"50 år","kvinnor","1929",34555
"50 år","kvinnor","1930",33481
"50 år","kvinnor","1931",33557
"50 år","kvinnor","1932",34342
"50 år","kvinnor","1933",34982
"50 år","kvinnor","1934",36748
"50 år","kvinnor","1935",36934
"50 år","kvinnor","1936",37933
"50 år","kvinnor","1937",38907
"50 år","kvinnor","1938",38772
"50 år","kvinnor","1939",38168
"50 år","kvinnor","1940",39193
"50 år","kvinnor","1941",40287
"50 år","kvinnor","1942",39672
"50 år","kvinnor","1943",41042
"50 år","kvinnor","1944",41643
"50 år","kvinnor","1945",43111
"50 år","kvinnor","1946",43261
"50 år","kvinnor","1947",43762
"50 år","kvinnor","1948",45049
"50 år","kvinnor","1949",44670
"50 år","kvinnor","1950",47338
"50 år","kvinnor","1951",47875
"50 år","kvinnor","1952",48689
"50 år","kvinnor","1953",48163
"50 år","kvinnor","1954",49105
"50 år","kvinnor","1955",50282
"50 år","kvinnor","1956",51046
"50 år","kvinnor","1957",51958
"50 år","kvinnor","1958",53107
"50 år","kvinnor","1959",54265
"50 år","kvinnor","1960",52655
"50 år","kvinnor","1961",52652
"50 år","kvinnor","1962",53562
"50 år","kvinnor","1963",52868
"50 år","kvinnor","1964",52828
"50 år","kvinnor","1965",50757
"50 år","kvinnor","1966",50571
"50 år","kvinnor","1967",51068
"50 år","kvinnor","1968",50071
"50 år","kvinnor","1969",49625
"50 år","kvinnor","1970",60405
"50 år","kvinnor","1971",56633
"50 år","kvinnor","1972",52661
"50 år","kvinnor","1973",51473
"50 år","kvinnor","1974",50475
"50 år","kvinnor","1975",49363
"50 år","kvinnor","1976",47631
"50 år","kvinnor","1977",46101
"50 år","kvinnor","1978",46867
"50 år","kvinnor","1979",44964
"50 år","kvinnor","1980",45662
"50 år","kvinnor","1981",44350
"50 år","kvinnor","1982",43929
"50 år","kvinnor","1983",41671
"50 år","kvinnor","1984",42139
"50 år","kvinnor","1985",42284
"50 år","kvinnor","1986",44197
"50 år","kvinnor","1987",44861
"50 år","kvinnor","1988",46760
"50 år","kvinnor","1989",48550
"50 år","kvinnor","1990",47479
"50 år","kvinnor","1991",49991
"50 år","kvinnor","1992",55792
"50 år","kvinnor","1993",61133
"50 år","kvinnor","1994",64784
"50 år","kvinnor","1995",65837
"50 år","kvinnor","1996",66470
"50 år","kvinnor","1997",65576
"50 år","kvinnor","1998",65031
"50 år","kvinnor","1999",62580
"50 år","kvinnor","2000",59785
"50 år","kvinnor","2001",57499
"50 år","kvinnor","2002",57868
"50 år","kvinnor","2003",57981
"50 år","kvinnor","2004",56642
"50 år","kvinnor","2005",57814
"50 år","kvinnor","2006",58064
"50 år","kvinnor","2007",58480
"50 år","kvinnor","2008",57437
"50 år","kvinnor","2009",57615
"50 år","kvinnor","2010",57631
"50 år","kvinnor","2011",58097
"50 år","kvinnor","2012",60116
"50 år","kvinnor","2013",62710
"50 år","kvinnor","2014",67926
"50 år","kvinnor","2015",68054
"50 år","kvinnor","2016",68104
"50 år","kvinnor","2017",67947
"50 år","kvinnor","2018",65531
"50 år","kvinnor","2019",63074
"50 år","kvinnor","2020",64502
"50 år","kvinnor","2021",66237
"50 år","kvinnor","2022",66615
"50 år","kvinnor","2023",65708
"50 år","kvinnor","2024",67061
"51 år","män","1860",12567
"51 år","män","1861",16133
"51 år","män","1862",17550
"51 år","män","1863",16862
"51 år","män","1864",14507
"51 år","män","1865",16891
"51 år","män","1866",18706
"51 år","män","1867",19538
"51 år","män","1868",18664
"51 år","män","1869",19387
"51 år","män","1870",18700
"51 år","män","1871",19266
"51 år","män","1872",21339
"51 år","män","1873",21672
"51 år","män","1874",22891
"51 år","män","1875",21394
"51 år","män","1876",22953
"51 år","män","1877",21887
"51 år","män","1878",19738
"51 år","män","1879",20780
"51 år","män","1880",21873
"51 år","män","1881",20816
"51 år","män","1882",19292
"51 år","män","1883",20622
"51 år","män","1884",22647
"51 år","män","1885",22637
"51 år","män","1886",22063
"51 år","män","1887",21062
"51 år","män","1888",20256
"51 år","män","1889",19202
"51 år","män","1890",19895
"51 år","män","1891",21554
"51 år","män","1892",20613
"51 år","män","1893",21473
"51 år","män","1894",21204
"51 år","män","1895",22424
"51 år","män","1896",21062
"51 år","män","1897",20104
"51 år","män","1898",20347
"51 år","män","1899",21141
"51 år","män","1900",23184
"51 år","män","1901",22322
"51 år","män","1902",22335
"51 år","män","1903",20904
"51 år","män","1904",22288
"51 år","män","1905",24406
"51 år","män","1906",22967
"51 år","män","1907",22642
"51 år","män","1908",23289
"51 år","män","1909",25552
"51 år","män","1910",26015
"51 år","män","1911",25426
"51 år","män","1912",23980
"51 år","män","1913",25356
"51 år","män","1914",26250
"51 år","män","1915",26352
"51 år","män","1916",26113
"51 år","män","1917",26813
"51 år","män","1918",24082
"51 år","män","1919",21300
"51 år","män","1920",24212
"51 år","män","1921",25198
"51 år","män","1922",26956
"51 år","män","1923",26712
"51 år","män","1924",27522
"51 år","män","1925",28185
"51 år","män","1926",29821
"51 år","män","1927",29959
"51 år","män","1928",31423
"51 år","män","1929",30632
"51 år","män","1930",31932
"51 år","män","1931",31186
"51 år","män","1932",31505
"51 år","män","1933",31864
"51 år","män","1934",32328
"51 år","män","1935",34304
"51 år","män","1936",34730
"51 år","män","1937",35405
"51 år","män","1938",35975
"51 år","män","1939",35943
"51 år","män","1940",35118
"51 år","män","1941",35940
"51 år","män","1942",37407
"51 år","män","1943",37090
"51 år","män","1944",38536
"51 år","män","1945",38886
"51 år","män","1946",41040
"51 år","män","1947",41506
"51 år","män","1948",42149
"51 år","män","1949",43163
"51 år","män","1950",42857
"51 år","män","1951",45400
"51 år","män","1952",46577
"51 år","män","1953",47105
"51 år","män","1954",46737
"51 år","män","1955",48245
"51 år","män","1956",48637
"51 år","män","1957",50622
"51 år","män","1958",51557
"51 år","män","1959",52848
"51 år","män","1960",54391
"51 år","män","1961",53472
"51 år","män","1962",53364
"51 år","män","1963",54073
"51 år","män","1964",53438
"51 år","män","1965",52762
"51 år","män","1966",50661
"51 år","män","1967",50883
"51 år","män","1968",51053
"51 år","män","1969",50012
"51 år","män","1970",50167
"51 år","män","1971",60380
"51 år","män","1972",56387
"51 år","män","1973",51982
"51 år","män","1974",51428
"51 år","män","1975",49732
"51 år","män","1976",48961
"51 år","män","1977",46922
"51 år","män","1978",45575
"51 år","män","1979",45945
"51 år","män","1980",44029
"51 år","män","1981",44658
"51 år","män","1982",43654
"51 år","män","1983",43320
"51 år","män","1984",41658
"51 år","män","1985",41923
"51 år","män","1986",43101
"51 år","män","1987",44449
"51 år","män","1988",45702
"51 år","män","1989",47744
"51 år","män","1990",49879
"51 år","män","1991",49403
"51 år","män","1992",51779
"51 år","män","1993",58496
"51 år","män","1994",63481
"51 år","män","1995",67669
"51 år","män","1996",68073
"51 år","män","1997",68102
"51 år","män","1998",66805
"51 år","män","1999",65714
"51 år","män","2000",63422
"51 år","män","2001",61375
"51 år","män","2002",58416
"51 år","män","2003",58920
"51 år","män","2004",59335
"51 år","män","2005",57656
"51 år","män","2006",58724
"51 år","män","2007",60134
"51 år","män","2008",59277
"51 år","män","2009",58968
"51 år","män","2010",59326
"51 år","män","2011",58676
"51 år","män","2012",59777
"51 år","män","2013",61816
"51 år","män","2014",65351
"51 år","män","2015",69871
"51 år","män","2016",70720
"51 år","män","2017",70929
"51 år","män","2018",70496
"51 år","män","2019",67302
"51 år","män","2020",64848
"51 år","män","2021",65957
"51 år","män","2022",67924
"51 år","män","2023",68417
"51 år","män","2024",67272
"51 år","kvinnor","1860",14825
"51 år","kvinnor","1861",18371
"51 år","kvinnor","1862",19771
"51 år","kvinnor","1863",19403
"51 år","kvinnor","1864",16539
"51 år","kvinnor","1865",18938
"51 år","kvinnor","1866",21192
"51 år","kvinnor","1867",21882
"51 år","kvinnor","1868",20808
"51 år","kvinnor","1869",21422
"51 år","kvinnor","1870",20738
"51 år","kvinnor","1871",21617
"51 år","kvinnor","1872",23216
"51 år","kvinnor","1873",24550
"51 år","kvinnor","1874",25271
"51 år","kvinnor","1875",24071
"51 år","kvinnor","1876",25698
"51 år","kvinnor","1877",24849
"51 år","kvinnor","1878",21991
"51 år","kvinnor","1879",23784
"51 år","kvinnor","1880",24539
"51 år","kvinnor","1881",23567
"51 år","kvinnor","1882",21622
"51 år","kvinnor","1883",23069
"51 år","kvinnor","1884",25580
"51 år","kvinnor","1885",25643
"51 år","kvinnor","1886",25218
